market,kind,side,touch_px,touch_size,near_size,total_size,target,qualifies,share_pct,est_day_usd,risk_usd,share_per_dollar,note
tec-nfl-afcsouth-2027-01-10-w-ind,tec-nfl-afcsouth,SELL,0.2,2215.75,5253.75,50208.75,15000.0,1,0.0337,0.0127,0.2,0.0017,
tec-nfl-afcsouth-2027-01-10-w-ten,tec-nfl-afcsouth,BUY,0.08,2958.47,42843.26,70812.26,15000.0,1,0.0101,0.0038,0.08,0.0013,
tec-nfl-afcsouth-2027-01-10-w-ten,tec-nfl-afcsouth,SELL,0.09,1234.76,4080.2,34240.3,15000.0,1,0.0616,0.0231,0.09,0.0068,
tec-nfl-afcnorth-2027-01-10-w-bal,tec-nfl-afcnorth,BUY,0.46,4084.0,58681.0,86599.0,15000.0,1,0.005,0.0019,0.46,0.0001,
tec-nfl-afcnorth-2027-01-10-w-bal,tec-nfl-afcnorth,SELL,0.47,7401.0,18115.0,46231.0,15000.0,1,0.0104,0.0039,0.47,0.0002,
tec-nfl-afcnorth-2027-01-10-w-cin,tec-nfl-afcnorth,BUY,0.34,2618.0,12454.0,40433.0,15000.0,1,0.0218,0.0082,0.34,0.0006,
tec-nfl-afcnorth-2027-01-10-w-cin,tec-nfl-afcnorth,SELL,0.35,2791.0,6143.0,52323.0,15000.0,1,0.028,0.0105,0.35,0.0008,
tec-nfl-afcnorth-2027-01-10-w-pit,tec-nfl-afcnorth,BUY,0.19,792.0,52849.0,85023.0,15000.0,1,0.0374,0.014,0.19,0.002,
tec-nfl-afcnorth-2027-01-10-w-pit,tec-nfl-afcnorth,SELL,0.2,28.0,1928.0,31415.0,15000.0,1,0.4998,0.1874,0.2,0.025,
tec-nfl-afcnorth-2027-01-10-w-cle,tec-nfl-afcnorth,BUY,0.04,7520.0,329199.0,329199.0,15000.0,1,0.001,0.0004,0.04,0.0002,
tec-nfl-afcnorth-2027-01-10-w-cle,tec-nfl-afcnorth,SELL,0.05,4328.0,8067.0,35888.0,15000.0,1,0.0201,0.0075,0.05,0.004,
tec-nfl-nfcwest-2027-01-10-w-lar,tec-nfl-nfcwest,BUY,0.49,2010.89,5390.23,33191.4,15000.0,1,0.0413,0.0155,0.49,0.0008,
tec-nfl-nfcwest-2027-01-10-w-lar,tec-nfl-nfcwest,SELL,0.5,16704.06,97210.06,125213.06,15000.0,1,0.006,0.0022,0.5,0.0001,
tec-nfl-nfcwest-2027-01-10-w-sea,tec-nfl-nfcwest,BUY,0.34,698.02,1838.02,31917.02,15000.0,1,0.1228,0.046,0.34,0.0036,
tec-nfl-nfcwest-2027-01-10-w-sea,tec-nfl-nfcwest,SELL,0.35,30967.5,31467.5,59133.52,15000.0,1,0.0032,0.0012,0.35,0.0001,
tec-nfl-nfcwest-2027-01-10-w-sf,tec-nfl-nfcwest,BUY,0.19,55803.26,56403.26,84298.26,15000.0,1,0.0018,0.0007,0.19,0.0001,
tec-nfl-nfcwest-2027-01-10-w-sf,tec-nfl-nfcwest,SELL,0.2,24649.06,25149.06,53120.06,15000.0,1,0.0041,0.0015,0.2,0.0002,
tec-nfl-nfcwest-2027-01-10-w-ari,tec-nfl-nfcwest,BUY,0.01,391057.59,391057.59,391057.59,15000.0,1,0.0003,0.0001,0.01,0.0003,
tec-nfl-nfcwest-2027-01-10-w-ari,tec-nfl-nfcwest,SELL,0.02,619.39,1161.39,29885.39,15000.0,1,0.1563,0.0586,0.02,0.0781,
tec-nfl-nfcnorth-2027-01-10-w-det,tec-nfl-nfcnorth,BUY,0.36,1620.02,12748.97,40874.97,15000.0,1,0.0307,0.0115,0.36,0.0009,
tec-nfl-nfcnorth-2027-01-10-w-det,tec-nfl-nfcnorth,SELL,0.37,3188.69,31545.03,59248.03,15000.0,1,0.0086,0.0032,0.37,0.0002,
tec-nfl-nfcnorth-2027-01-10-w-gb,tec-nfl-nfcnorth,BUY,0.27,4789.46,13054.46,43425.99,15000.0,1,0.0166,0.0062,0.27,0.0006,
tec-nfl-nfcnorth-2027-01-10-w-gb,tec-nfl-nfcnorth,SELL,0.28,1673.15,5830.15,33908.15,15000.0,1,0.0342,0.0128,0.28,0.0012,
tec-nfl-nfcnorth-2027-01-10-w-chi,tec-nfl-nfcnorth,BUY,0.23,10630.3,18489.3,46418.22,15000.0,1,0.0085,0.0032,0.23,0.0004,
tec-nfl-nfcnorth-2027-01-10-w-chi,tec-nfl-nfcnorth,SELL,0.24,1260.11,4135.77,32121.39,15000.0,1,0.0471,0.0177,0.24,0.002,
tec-nfl-nfcnorth-2027-01-10-w-min,tec-nfl-nfcnorth,BUY,0.18,71660.16,71660.16,99281.96,15000.0,1,0.0014,0.0005,0.18,0.0001,
tec-nfl-nfcnorth-2027-01-10-w-min,tec-nfl-nfcnorth,SELL,0.19,1233.77,2025.77,30368.77,15000.0,1,0.0765,0.0287,0.19,0.004,
tec-nfl-afceast-2027-01-10-w-buf,tec-nfl-afceast,BUY,0.55,4844.66,9005.66,36968.35,15000.0,1,0.018,0.0068,0.55,0.0003,
tec-nfl-afceast-2027-01-10-w-buf,tec-nfl-afceast,SELL,0.56,89086.2,89096.2,116995.53,15000.0,1,0.0011,0.0004,0.56,0.0,
tec-nfl-afceast-2027-01-10-w-ne,tec-nfl-afceast,BUY,0.38,2384.63,45919.63,73708.63,15000.0,1,0.0067,0.0025,0.38,0.0002,
tec-nfl-afceast-2027-01-10-w-ne,tec-nfl-afceast,SELL,0.39,538.62,908.59,29474.59,15000.0,1,0.1544,0.0579,0.39,0.004,
tec-nfl-afceast-2027-01-10-w-nyj,tec-nfl-afceast,BUY,0.03,584.66,348613.66,348613.66,15000.0,1,0.001,0.0004,0.03,0.0003,
tec-nfl-afceast-2027-01-10-w-nyj,tec-nfl-afceast,SELL,0.04,1635.0,1635.0,29593.51,15000.0,1,0.0611,0.0229,0.04,0.0153,
tec-nfl-afceast-2027-01-10-w-mia,tec-nfl-afceast,BUY,0.02,255592.0,273192.0,273192.0,15000.0,1,0.0004,0.0001,0.02,0.0002,
tec-nfl-afceast-2027-01-10-w-mia,tec-nfl-afceast,SELL,0.03,96229.43,96229.43,124168.9,15000.0,1,0.001,0.0004,0.03,0.0003,
tec-nfl-nfcsouth-2027-01-10-w-tb,tec-nfl-nfcsouth,BUY,0.34,574.0,6401.5,39292.5,15000.0,1,0.0731,0.0274,0.34,0.0021,
tec-nfl-nfcsouth-2027-01-10-w-tb,tec-nfl-nfcsouth,SELL,0.35,30230.34,30746.34,58562.34,15000.0,1,0.0033,0.0012,0.35,0.0001,
tec-nfl-nfcsouth-2027-01-10-w-no,tec-nfl-nfcsouth,BUY,0.26,5896.45,14186.45,41979.45,15000.0,1,0.0138,0.0052,0.26,0.0005,
tec-nfl-nfcsouth-2027-01-10-w-no,tec-nfl-nfcsouth,SELL,0.27,8857.92,13139.92,41109.92,15000.0,1,0.0108,0.0041,0.27,0.0004,
tec-nfl-nfcsouth-2027-01-10-w-atl,tec-nfl-nfcsouth,BUY,0.23,690.35,2597.35,38781.37,15000.0,1,0.1029,0.0386,0.23,0.0045,
tec-nfl-nfcsouth-2027-01-10-w-atl,tec-nfl-nfcsouth,SELL,0.24,84093.1,87222.1,114851.1,15000.0,1,0.0012,0.0004,0.24,0.0,
tec-nfl-nfcsouth-2027-01-10-w-car,tec-nfl-nfcsouth,BUY,0.2,53750.0,53786.0,81497.0,15000.0,1,0.0019,0.0007,0.2,0.0001,
tec-nfl-nfcsouth-2027-01-10-w-car,tec-nfl-nfcsouth,SELL,0.21,13141.66,16526.66,45766.67,15000.0,1,0.0071,0.0026,0.21,0.0003,
tec-nfl-nfceast-2027-01-10-w-dal,tec-nfl-nfceast,BUY,0.38,1472.39,32202.9,60214.57,15000.0,1,0.0098,0.0037,0.38,0.0003,
tec-nfl-nfceast-2027-01-10-w-dal,tec-nfl-nfceast,SELL,0.39,22229.01,26560.96,54502.96,15000.0,1,0.0045,0.0017,0.39,0.0001,
tec-nfl-nfceast-2027-01-10-w-phi,tec-nfl-nfceast,BUY,0.38,2726.85,5553.31,44227.31,15000.0,1,0.0285,0.0107,0.38,0.0007,
tec-nfl-nfceast-2027-01-10-w-phi,tec-nfl-nfceast,SELL,0.39,21626.04,22166.07,50112.94,15000.0,1,0.0046,0.0017,0.39,0.0001,
tec-nfl-nfceast-2027-01-10-w-nyg,tec-nfl-nfceast,BUY,0.13,74200.84,74616.26,102496.47,15000.0,1,0.0013,0.0005,0.13,0.0001,
tec-nfl-nfceast-2027-01-10-w-nyg,tec-nfl-nfceast,SELL,0.14,1331.86,3212.63,31211.63,15000.0,1,0.0643,0.0241,0.14,0.0046,
tec-nfl-nfceast-2027-01-10-w-was,tec-nfl-nfceast,BUY,0.13,722.93,129220.74,156940.74,15000.0,1,0.0081,0.003,0.13,0.0006,
tec-nfl-nfceast-2027-01-10-w-was,tec-nfl-nfceast,SELL,0.14,135712.32,136317.99,164084.99,15000.0,1,0.0007,0.0003,0.14,0.0001,
tec-nfl-afcchamp-2027-01-31-w-bufbil,tec-nfl-afcchamp,BUY,0.15,369.0,5407.0,33221.0,15000.0,1,0.0539,0.005,0.15,0.0036,
tec-nfl-afcchamp-2027-01-31-w-bufbil,tec-nfl-afcchamp,SELL,0.16,1951.0,1951.0,44516.0,15000.0,1,0.0512,0.0048,0.16,0.0032,
tec-nfl-afcchamp-2027-01-31-w-loscha,tec-nfl-afcchamp,BUY,0.14,388.0,485.0,29249.0,15000.0,1,0.2505,0.0235,0.14,0.0179,
tec-nfl-afcchamp-2027-01-31-w-loscha,tec-nfl-afcchamp,SELL,0.15,1628.0,3268.0,45625.0,15000.0,1,0.0563,0.0053,0.15,0.0038,
tec-nfl-afcchamp-2027-01-31-w-houtex,tec-nfl-afcchamp,BUY,0.13,9.0,809.0,28959.0,15000.0,1,1.1189,0.1049,0.13,0.0861,
tec-nfl-afcchamp-2027-01-31-w-houtex,tec-nfl-afcchamp,SELL,0.14,24.0,27.0,49966.0,15000.0,1,2.9243,0.2742,0.14,0.2089,
tec-nfl-afcchamp-2027-01-31-w-balrav,tec-nfl-afcchamp,BUY,0.12,2872.0,54668.0,82168.0,15000.0,1,0.0108,0.001,0.12,0.0009,
tec-nfl-afcchamp-2027-01-31-w-balrav,tec-nfl-afcchamp,SELL,0.13,66593.0,66593.0,107509.0,15000.0,1,0.0015,0.0001,0.13,0.0001,
tec-nfl-afcchamp-2027-01-31-w-kanchi,tec-nfl-afcchamp,BUY,0.1,23884.0,68547.0,96299.0,15000.0,1,0.0042,0.0004,0.1,0.0004,
tec-nfl-afcchamp-2027-01-31-w-kanchi,tec-nfl-afcchamp,SELL,0.12,52739.0,52739.0,93331.0,15000.0,1,0.0019,0.0002,0.12,0.0002,
tec-nfl-afcchamp-2027-01-31-w-denbro,tec-nfl-afcchamp,BUY,0.08,257161.0,287220.0,315062.0,15000.0,1,0.0004,0.0,0.08,0.0,
tec-nfl-afcchamp-2027-01-31-w-denbro,tec-nfl-afcchamp,SELL,0.1,47973.0,47973.0,88225.0,15000.0,1,0.0021,0.0002,0.1,0.0002,
tec-nfl-afcchamp-2027-01-31-w-newpat,tec-nfl-afcchamp,BUY,0.09,5449.0,57133.0,85012.0,15000.0,1,0.0082,0.0008,0.09,0.0009,
tec-nfl-afcchamp-2027-01-31-w-newpat,tec-nfl-afcchamp,SELL,0.1,50305.0,50352.0,90696.0,15000.0,1,0.002,0.0002,0.1,0.0002,
tec-nfl-afcchamp-2027-01-31-w-cinben,tec-nfl-afcchamp,BUY,0.08,4531.0,58868.0,86586.0,15000.0,1,0.0079,0.0007,0.08,0.001,
tec-nfl-afcchamp-2027-01-31-w-cinben,tec-nfl-afcchamp,SELL,0.09,45312.0,45312.0,85902.0,15000.0,1,0.0022,0.0002,0.09,0.0002,
tec-nfl-afcchamp-2027-01-31-w-jacjag,tec-nfl-afcchamp,BUY,0.06,326544.0,326824.0,354324.0,15000.0,1,0.0003,0.0,0.06,0.0001,
tec-nfl-afcchamp-2027-01-31-w-jacjag,tec-nfl-afcchamp,SELL,0.07,4422.0,5688.0,46243.0,15000.0,1,0.0208,0.002,0.07,0.003,
tec-nfl-afcchamp-2027-01-31-w-pitste,tec-nfl-afcchamp,BUY,0.03,137396.0,185029.0,185029.0,15000.0,1,0.0007,0.0001,0.03,0.0002,
tec-nfl-afcchamp-2027-01-31-w-pitste,tec-nfl-afcchamp,SELL,0.04,212196.0,212196.0,252491.0,15000.0,1,0.0005,0.0,0.04,0.0001,
tec-nfl-afcchamp-2027-01-31-w-indcol,tec-nfl-afcchamp,BUY,0.02,244121.0,286312.0,286312.0,15000.0,1,0.0004,0.0,0.02,0.0002,
tec-nfl-afcchamp-2027-01-31-w-indcol,tec-nfl-afcchamp,SELL,0.03,53617.0,53617.0,94678.0,15000.0,1,0.0019,0.0002,0.03,0.0006,
tec-nfl-afcchamp-2027-01-31-w-clebro,tec-nfl-afcchamp,BUY,0.01,120682.0,120682.0,120682.0,15000.0,1,0.0008,0.0001,0.01,0.0008,
tec-nfl-afcchamp-2027-01-31-w-clebro,tec-nfl-afcchamp,SELL,0.02,122838.0,122838.0,163885.0,15000.0,1,0.0008,0.0001,0.02,0.0004,
tec-nfl-afcchamp-2027-01-31-w-lasrai,tec-nfl-afcchamp,BUY,0.01,147043.0,147043.0,147043.0,15000.0,1,0.0007,0.0001,0.01,0.0007,
tec-nfl-afcchamp-2027-01-31-w-lasrai,tec-nfl-afcchamp,SELL,0.02,122557.0,122557.0,163316.0,15000.0,1,0.0008,0.0001,0.02,0.0004,
tec-nfl-afcchamp-2027-01-31-w-miadol,tec-nfl-afcchamp,BUY,0.01,2622.0,2622.0,2622.0,15000.0,0,0.0,0.0,0.01,0.0,side under Target Size — pays nobody
tec-nfl-afcchamp-2027-01-31-w-miadol,tec-nfl-afcchamp,SELL,0.02,82296.0,82296.0,123168.0,15000.0,1,0.0012,0.0001,0.02,0.0006,
tec-nfl-afcchamp-2027-01-31-w-newjet,tec-nfl-afcchamp,BUY,0.01,2685.0,2685.0,2685.0,15000.0,0,0.0,0.0,0.01,0.0,side under Target Size — pays nobody
tec-nfl-afcchamp-2027-01-31-w-newjet,tec-nfl-afcchamp,SELL,0.02,84071.0,84071.0,124487.0,15000.0,1,0.0012,0.0001,0.02,0.0006,
tec-nfl-afcchamp-2027-01-31-w-tentit,tec-nfl-afcchamp,BUY,0.01,133285.0,133285.0,133285.0,15000.0,1,0.0008,0.0001,0.01,0.0008,
tec-nfl-afcchamp-2027-01-31-w-tentit,tec-nfl-afcchamp,SELL,0.02,82198.0,82198.0,122671.0,15000.0,1,0.0012,0.0001,0.02,0.0006,
tec-nfl-nfcchamp-2027-01-31-w-lar,tec-nfl-nfcchamp,BUY,0.24,24432.0,53958.0,81854.0,15000.0,1,0.0041,0.0004,0.24,0.0002,
tec-nfl-nfcchamp-2027-01-31-w-lar,tec-nfl-nfcchamp,SELL,0.25,56086.0,56147.0,112173.0,15000.0,1,0.0018,0.0002,0.25,0.0001,
tec-nfl-nfcchamp-2027-01-31-w-sea,tec-nfl-nfcchamp,BUY,0.14,1300.0,7742.0,35329.0,15000.0,1,0.0488,0.0046,0.14,0.0035,
tec-nfl-nfcchamp-2027-01-31-w-sea,tec-nfl-nfcchamp,SELL,0.15,1851.0,43516.0,83165.0,15000.0,1,0.0156,0.0015,0.15,0.001,
tec-nfl-nfcchamp-2027-01-31-w-phi,tec-nfl-nfcchamp,BUY,0.1,103350.0,130544.0,158445.0,15000.0,1,0.001,0.0001,0.1,0.0001,
tec-nfl-nfcchamp-2027-01-31-w-phi,tec-nfl-nfcchamp,SELL,0.11,52309.0,52409.0,91996.0,15000.0,1,0.0019,0.0002,0.11,0.0002,
tec-nfl-nfcchamp-2027-01-31-w-chi,tec-nfl-nfcchamp,BUY,0.08,3154.0,76452.0,133402.0,15000.0,1,0.004,0.0004,0.08,0.0005,
tec-nfl-nfcchamp-2027-01-31-w-chi,tec-nfl-nfcchamp,SELL,0.09,50261.0,55425.0,94789.0,15000.0,1,0.002,0.0002,0.09,0.0002,
tec-nfl-nfcchamp-2027-01-31-w-dal,tec-nfl-nfcchamp,BUY,0.08,5632.0,59658.0,87552.0,15000.0,1,0.0046,0.0004,0.08,0.0006,
tec-nfl-nfcchamp-2027-01-31-w-dal,tec-nfl-nfcchamp,SELL,0.09,32312.0,32435.0,71834.0,15000.0,1,0.0031,0.0003,0.09,0.0003,
tec-nfl-nfcchamp-2027-01-31-w-det,tec-nfl-nfcchamp,BUY,0.08,81792.0,82846.0,140249.0,15000.0,1,0.0012,0.0001,0.08,0.0002,
tec-nfl-nfcchamp-2027-01-31-w-det,tec-nfl-nfcchamp,SELL,0.09,58572.0,58672.0,98228.0,15000.0,1,0.0017,0.0002,0.09,0.0002,
tec-nfl-nfcchamp-2027-01-31-w-sf,tec-nfl-nfcchamp,BUY,0.08,4197.0,140621.0,168500.0,15000.0,1,0.0028,0.0003,0.08,0.0003,
tec-nfl-nfcchamp-2027-01-31-w-sf,tec-nfl-nfcchamp,SELL,0.09,52370.0,52526.0,91888.0,15000.0,1,0.0019,0.0002,0.09,0.0002,
tec-nfl-nfcchamp-2027-01-31-w-gb,tec-nfl-nfcchamp,BUY,0.07,5366.0,153345.0,180845.0,15000.0,1,0.0024,0.0002,0.07,0.0003,
tec-nfl-nfcchamp-2027-01-31-w-gb,tec-nfl-nfcchamp,SELL,0.08,57009.0,57109.0,96783.0,15000.0,1,0.0018,0.0002,0.08,0.0002,
tec-nfl-nfcchamp-2027-01-31-w-tb,tec-nfl-nfcchamp,BUY,0.04,108240.0,159179.0,159179.0,15000.0,1,0.0009,0.0001,0.04,0.0002,
tec-nfl-nfcchamp-2027-01-31-w-tb,tec-nfl-nfcchamp,SELL,0.05,203675.0,203775.0,243245.0,15000.0,1,0.0005,0.0,0.05,0.0001,
tec-nfl-nfcchamp-2027-01-31-w-min,tec-nfl-nfcchamp,BUY,0.03,112480.0,115053.0,115053.0,15000.0,1,0.0009,0.0001,0.03,0.0003,
tec-nfl-nfcchamp-2027-01-31-w-min,tec-nfl-nfcchamp,SELL,0.04,59762.0,59862.0,100054.0,15000.0,1,0.0017,0.0002,0.04,0.0004,
tec-nfl-nfcchamp-2027-01-31-w-nyg,tec-nfl-nfcchamp,BUY,0.03,32749.0,87331.0,87331.0,15000.0,1,0.0031,0.0003,0.03,0.001,
tec-nfl-nfcchamp-2027-01-31-w-nyg,tec-nfl-nfcchamp,SELL,0.04,83532.0,83632.0,123055.0,15000.0,1,0.0012,0.0001,0.04,0.0003,
tec-nfl-nfcchamp-2027-01-31-w-atl,tec-nfl-nfcchamp,BUY,0.02,42031.0,60231.0,60231.0,15000.0,1,0.0024,0.0002,0.02,0.0012,
tec-nfl-nfcchamp-2027-01-31-w-atl,tec-nfl-nfcchamp,SELL,0.03,231233.0,231333.0,270632.0,15000.0,1,0.0004,0.0,0.03,0.0001,
tec-nfl-nfcchamp-2027-01-31-w-car,tec-nfl-nfcchamp,BUY,0.02,39727.0,58092.0,58092.0,15000.0,1,0.0025,0.0002,0.02,0.0013,
tec-nfl-nfcchamp-2027-01-31-w-car,tec-nfl-nfcchamp,SELL,0.03,208212.0,208312.0,247779.0,15000.0,1,0.0005,0.0,0.03,0.0002,
tec-nfl-nfcchamp-2027-01-31-w-no,tec-nfl-nfcchamp,BUY,0.02,20365.0,67859.0,67859.0,15000.0,1,0.0049,0.0005,0.02,0.0025,
tec-nfl-nfcchamp-2027-01-31-w-no,tec-nfl-nfcchamp,SELL,0.03,555458.0,555558.0,594825.0,15000.0,1,0.0002,0.0,0.03,0.0001,
tec-nfl-nfcchamp-2027-01-31-w-was,tec-nfl-nfcchamp,BUY,0.02,67092.0,69682.0,69682.0,15000.0,1,0.0015,0.0001,0.02,0.0007,
tec-nfl-nfcchamp-2027-01-31-w-was,tec-nfl-nfcchamp,SELL,0.03,3544.0,55898.0,95317.0,15000.0,1,0.0052,0.0005,0.03,0.0017,
tec-nfl-nfcchamp-2027-01-31-w-ari,tec-nfl-nfcchamp,BUY,0.01,122247.0,122247.0,122247.0,15000.0,1,0.0008,0.0001,0.01,0.0008,
tec-nfl-nfcchamp-2027-01-31-w-ari,tec-nfl-nfcchamp,SELL,0.02,113399.0,113499.0,152993.0,15000.0,1,0.0009,0.0001,0.02,0.0004,
tec-nfl-champ-2027-02-14-w-losram,tec-nfl-champ,BUY,0.16,21866.88,23773.79,55821.65,15000.0,1,0.0046,0.0002,0.16,0.0003,
tec-nfl-champ-2027-02-14-w-losram,tec-nfl-champ,SELL,0.17,71487.6,72487.6,128460.6,15000.0,1,0.0014,0.0001,0.17,0.0001,
tec-nfl-champ-2027-02-14-w-bufbil,tec-nfl-champ,BUY,0.08,2930.43,66789.43,94462.43,15000.0,1,0.0143,0.0007,0.08,0.0018,
tec-nfl-champ-2027-02-14-w-bufbil,tec-nfl-champ,SELL,0.09,76518.11,77518.11,117182.38,15000.0,1,0.0013,0.0001,0.09,0.0001,
tec-nfl-champ-2027-02-14-w-seasea,tec-nfl-champ,BUY,0.07,7185.31,115927.31,144698.15,15000.0,1,0.0025,0.0001,0.07,0.0004,
tec-nfl-champ-2027-02-14-w-seasea,tec-nfl-champ,SELL,0.08,156656.49,157656.49,197681.49,15000.0,1,0.0006,0.0,0.08,0.0001,
tec-nfl-champ-2027-02-14-w-balrav,tec-nfl-champ,BUY,0.06,136379.79,153879.79,182479.79,15000.0,1,0.0007,0.0,0.06,0.0001,
tec-nfl-champ-2027-02-14-w-balrav,tec-nfl-champ,SELL,0.07,77728.51,78728.51,128124.51,15000.0,1,0.0013,0.0001,0.07,0.0002,
tec-nfl-champ-2027-02-14-w-kanchi,tec-nfl-champ,BUY,0.04,119642.13,123142.13,123142.13,15000.0,1,0.0008,0.0,0.04,0.0002,
tec-nfl-champ-2027-02-14-w-kanchi,tec-nfl-champ,SELL,0.06,188287.51,189287.51,228763.51,15000.0,1,0.0005,0.0,0.06,0.0001,
tec-nfl-champ-2027-02-14-w-cinben,tec-nfl-champ,BUY,0.04,111510.15,134402.15,134402.15,15000.0,1,0.0009,0.0,0.04,0.0002,
tec-nfl-champ-2027-02-14-w-cinben,tec-nfl-champ,SELL,0.05,87471.74,88471.74,127949.74,15000.0,1,0.0011,0.0001,0.05,0.0002,
tec-nfl-champ-2027-02-14-w-dalcow,tec-nfl-champ,BUY,0.04,419792.0,422592.58,422592.58,15000.0,1,0.0002,0.0,0.04,0.0001,
tec-nfl-champ-2027-02-14-w-dalcow,tec-nfl-champ,SELL,0.05,93103.79,94119.79,133345.79,15000.0,1,0.0011,0.0001,0.05,0.0002,
tec-nfl-champ-2027-02-14-w-denbro,tec-nfl-champ,BUY,0.04,528558.3,532058.3,532058.3,15000.0,1,0.0002,0.0,0.04,0.0,
tec-nfl-champ-2027-02-14-w-denbro,tec-nfl-champ,SELL,0.05,42449.14,83449.14,122698.14,15000.0,1,0.0024,0.0001,0.05,0.0005,
tec-nfl-champ-2027-02-14-w-houtex,tec-nfl-champ,BUY,0.04,210988.4,213885.34,213885.34,15000.0,1,0.0005,0.0,0.04,0.0001,
tec-nfl-champ-2027-02-14-w-houtex,tec-nfl-champ,SELL,0.05,85037.57,86037.57,125558.57,15000.0,1,0.0012,0.0001,0.05,0.0002,
tec-nfl-champ-2027-02-14-w-loscha,tec-nfl-champ,BUY,0.04,196288.6,200746.05,200746.05,15000.0,1,0.0005,0.0,0.04,0.0001,
tec-nfl-champ-2027-02-14-w-loscha,tec-nfl-champ,SELL,0.05,199724.83,200724.83,240216.83,15000.0,1,0.0005,0.0,0.05,0.0001,
tec-nfl-champ-2027-02-14-w-newpat,tec-nfl-champ,BUY,0.04,158139.67,160911.67,160911.67,15000.0,1,0.0006,0.0,0.04,0.0002,
tec-nfl-champ-2027-02-14-w-newpat,tec-nfl-champ,SELL,0.05,115851.31,116851.31,156361.31,15000.0,1,0.0009,0.0,0.05,0.0002,
tec-nfl-champ-2027-02-14-w-phieag,tec-nfl-champ,BUY,0.04,57176.22,61780.22,61780.22,15000.0,1,0.0017,0.0001,0.04,0.0004,
tec-nfl-champ-2027-02-14-w-phieag,tec-nfl-champ,SELL,0.05,165960.46,166960.46,206379.29,15000.0,1,0.0006,0.0,0.05,0.0001,
tec-nfl-champ-2027-02-14-w-saners,tec-nfl-champ,BUY,0.04,105701.0,113067.53,113067.53,15000.0,1,0.0009,0.0,0.04,0.0002,
tec-nfl-champ-2027-02-14-w-saners,tec-nfl-champ,SELL,0.05,404974.63,405974.63,445957.63,15000.0,1,0.0002,0.0,0.05,0.0,
tec-nfl-champ-2027-02-14-w-chibea,tec-nfl-champ,BUY,0.03,573055.25,625555.25,625555.25,15000.0,1,0.0002,0.0,0.03,0.0001,
tec-nfl-champ-2027-02-14-w-chibea,tec-nfl-champ,SELL,0.04,179676.52,180676.52,219924.52,15000.0,1,0.0006,0.0,0.04,0.0001,
tec-nfl-champ-2027-02-14-w-detlio,tec-nfl-champ,BUY,0.03,260730.85,263320.85,263320.85,15000.0,1,0.0004,0.0,0.03,0.0001,
tec-nfl-champ-2027-02-14-w-detlio,tec-nfl-champ,SELL,0.04,94607.87,95607.87,135078.87,15000.0,1,0.0011,0.0,0.04,0.0003,
tec-nfl-champ-2027-02-14-w-grepac,tec-nfl-champ,BUY,0.03,709104.47,761622.47,761622.47,15000.0,1,0.0001,0.0,0.03,0.0,
tec-nfl-champ-2027-02-14-w-grepac,tec-nfl-champ,SELL,0.04,199813.06,200813.06,240318.06,15000.0,1,0.0005,0.0,0.04,0.0001,
tec-nfl-champ-2027-02-14-w-jacjag,tec-nfl-champ,BUY,0.03,35599.91,103830.91,103830.91,15000.0,1,0.0028,0.0001,0.03,0.0009,
tec-nfl-champ-2027-02-14-w-jacjag,tec-nfl-champ,SELL,0.04,245804.43,246804.43,286481.43,15000.0,1,0.0004,0.0,0.04,0.0001,
tec-nfl-champ-2027-02-14-w-indcol,tec-nfl-champ,BUY,0.02,17421.03,95697.03,95697.03,15000.0,1,0.0057,0.0003,0.02,0.0029,
tec-nfl-champ-2027-02-14-w-indcol,tec-nfl-champ,SELL,0.03,511664.76,512964.76,552164.76,15000.0,1,0.0002,0.0,0.03,0.0001,
tec-nfl-champ-2027-02-14-w-minvik,tec-nfl-champ,BUY,0.02,173730.0,240698.0,240698.0,15000.0,1,0.0006,0.0,0.02,0.0003,
tec-nfl-champ-2027-02-14-w-minvik,tec-nfl-champ,SELL,0.03,288704.54,289704.54,329733.23,15000.0,1,0.0003,0.0,0.03,0.0001,
tec-nfl-champ-2027-02-14-w-newgia,tec-nfl-champ,BUY,0.02,11725.88,180054.15,180054.15,15000.0,1,0.0016,0.0001,0.02,0.0008,
tec-nfl-champ-2027-02-14-w-newgia,tec-nfl-champ,SELL,0.03,738426.68,739426.68,778626.68,15000.0,1,0.0001,0.0,0.03,0.0,
tec-nfl-champ-2027-02-14-w-pitste,tec-nfl-champ,BUY,0.02,15779.29,98105.29,98105.29,15000.0,1,0.0063,0.0003,0.02,0.0032,
tec-nfl-champ-2027-02-14-w-pitste,tec-nfl-champ,SELL,0.03,633613.38,634613.38,673851.38,15000.0,1,0.0002,0.0,0.03,0.0001,
tec-nfl-champ-2027-02-14-w-tambuc,tec-nfl-champ,BUY,0.02,18867.53,104984.53,104984.53,15000.0,1,0.0053,0.0002,0.02,0.0026,
tec-nfl-champ-2027-02-14-w-tambuc,tec-nfl-champ,SELL,0.03,266511.22,267511.22,307604.22,15000.0,1,0.0004,0.0,0.03,0.0001,
tec-nfl-champ-2027-02-14-w-wascom,tec-nfl-champ,BUY,0.02,18463.8,52747.8,52747.8,15000.0,1,0.0054,0.0003,0.02,0.0027,
